post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,ctr,country,region,language,festival_relevance,relevant_festivals,timestamp,month,day_of_week,ad_spend,post_reach,age_group,gender
735,reel,Twitter,Food,2472,97,67,6578,0.4,0.01,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-02-23 15:01:56,February,Friday,1604.58,4524,45-54,Female
736,carousel,YouTube,Technology,957,1249,579,9346,0.3,0.13,United Arab Emirates,Urban,Arabic,Yes,"National Day, Dubai Shopping Festival",2024-06-10 12:52:30,June,Monday,1758.68,8096,18-24,Male
737,video,Twitter,Gaming,3812,137,448,9198,0.48,0.01,France,Rural,French,No,Bastille Day,2024-09-17 23:00:48,September,Tuesday,4541.79,5663,55+,Female
738,video,Twitter,Politics,3388,578,253,3835,1.1,0.15,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-12-11 03:11:58,December,Wednesday,2048.72,3370,45-54,Male
739,static_image,Facebook,Food,6655,1224,123,2028,3.95,0.6,South Africa,Urban,Afrikaans,No,Heritage Day,2024-11-28 10:25:18,November,Thursday,4074.53,1363,45-54,Male
740,static_image,Facebook,Music,4294,289,197,4924,0.97,0.06,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-04-11 00:18:29,April,Thursday,2143.87,4130,45-54,Female
741,carousel,Facebook,Education,4684,143,17,4836,1.0,0.03,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-12-26 03:47:59,December,Thursday,1294.89,2907,45-54,Male
742,reel,Twitter,Travel,4488,196,157,5313,0.91,0.04,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-02-11 16:42:05,February,Sunday,3242.0,3235,18-24,Female
743,carousel,Facebook,Social Issues,661,193,310,715,1.63,0.27,Canada,Rural,French,No,,2024-09-21 10:42:31,September,Saturday,848.58,468,55+,Other
744,carousel,TikTok,Social Issues,3217,81,292,373,9.62,0.22,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-11-24 23:18:10,November,Sunday,1270.86,328,18-24,Female
745,carousel,Instagram,Politics,4178,829,330,2014,2.65,0.41,India,Rural,Tamil,No,"Diwali, Holi, Eid",2024-05-10 03:18:25,May,Friday,2308.55,1682,45-54,Female
746,carousel,TikTok,Travel,0,0,0,0,0.0,0.0,Indonesia,Urban,Indonesian,No,None,2024-02-24 07:12:52,February,Saturday,0.0,0,25-34,Other
747,reel,Twitter,Health,3922,612,133,794,5.88,0.77,Canada,Urban,French,Yes,,2024-01-24 01:03:32,January,Wednesday,326.46,607,45-54,Male
748,static_image,Twitter,Health,2898,252,276,6393,0.54,0.04,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-02-02 12:29:44,February,Friday,1831.9,4485,18-24,Other
749,static_image,Twitter,Movies,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-05-01 07:31:44,May,Wednesday,0.0,0,45-54,Other
750,static_image,YouTube,Health,723,467,426,3302,0.49,0.14,Indonesia,Urban,Indonesian,No,,2024-02-21 17:25:27,February,Wednesday,2680.49,2870,35-44,Other
751,static_image,YouTube,Politics,4581,85,364,4717,1.07,0.02,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-03-31 03:41:30,March,Sunday,3874.68,3726,35-44,Male
752,static_image,Twitter,Social Issues,2952,500,82,9980,0.35,0.05,Brazil,Urban,Portuguese,No,Carnival,2024-10-12 17:56:56,October,Saturday,155.78,8872,45-54,Female
753,carousel,TikTok,Health,3021,37,431,2304,1.51,0.02,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-05-18 00:43:24,May,Saturday,4341.17,1493,35-44,Male
754,reel,YouTube,Health,3427,1020,22,6040,0.74,0.17,United States,Urban,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-09-10 01:34:04,September,Tuesday,4179.02,5286,45-54,Male
755,video,TikTok,Food,6309,792,189,14704,0.5,0.05,France,Urban,French,No,Bastille Day,2024-04-22 07:42:07,April,Monday,1117.1,9995,18-24,Female
756,static_image,YouTube,Music,2932,1318,12,13969,0.31,0.09,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-02-20 18:30:50,February,Tuesday,3967.14,10666,55+,Female
757,reel,Twitter,Entertainment,4452,136,412,4781,1.05,0.03,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-12-01 09:57:30,December,Sunday,2965.34,3521,25-34,Other
758,reel,Twitter,Finance,1770,268,274,10764,0.21,0.02,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-02-13 08:52:46,February,Tuesday,3704.38,8324,35-44,Male
759,static_image,YouTube,Social Issues,3642,519,30,14802,0.28,0.04,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-12-20 10:29:53,December,Friday,1715.06,10549,18-24,Male
760,carousel,Twitter,Entertainment,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-07-22 01:57:44,July,Monday,0.0,0,35-44,Other
761,carousel,Facebook,Technology,3293,700,332,4607,0.94,0.15,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-03-15 08:14:05,March,Friday,4658.53,3034,18-24,Male
762,video,Instagram,Social Issues,4245,648,55,3598,1.38,0.18,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-11-01 11:07:18,November,Friday,4275.94,2912,55+,Male
763,reel,Twitter,Entertainment,2743,507,170,4627,0.74,0.11,Indonesia,Rural,Indonesian,No,,2024-05-31 04:38:37,May,Friday,3001.2,2837,55+,Male
764,static_image,Twitter,Politics,2242,666,742,6964,0.52,0.1,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-05-17 07:40:17,May,Friday,2131.99,5173,55+,Female
765,carousel,YouTube,Travel,4410,1125,615,12064,0.51,0.09,Germany,Urban,German,No,Oktoberfest,2024-09-14 01:01:18,September,Saturday,349.99,7413,55+,Other
766,reel,YouTube,Gaming,1262,477,82,9766,0.19,0.05,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-08-10 03:32:42,August,Saturday,14.85,6544,55+,Male
767,carousel,Facebook,Entertainment,6682,861,579,7189,1.13,0.12,France,Rural,French,No,Bastille Day,2024-10-25 19:43:08,October,Friday,3644.52,6030,35-44,Other
768,video,Twitter,Entertainment,3951,448,482,6628,0.74,0.07,Indonesia,Urban,Indonesian,No,,2024-12-21 17:45:53,December,Saturday,1597.53,4797,55+,Male
769,reel,Instagram,Fashion,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-07-17 20:42:18,July,Wednesday,0.0,0,25-34,Male
770,video,TikTok,Gaming,622,847,399,9451,0.2,0.09,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-11-27 04:29:18,November,Wednesday,1831.47,7451,18-24,Other
771,video,Instagram,Entertainment,3350,987,158,1754,2.56,0.56,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-04-29 10:49:28,April,Monday,2626.11,1379,55+,Female
772,video,Facebook,Gaming,6451,295,448,7896,0.91,0.04,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-09-23 02:12:20,September,Monday,2511.49,5468,18-24,Female
773,static_image,TikTok,Entertainment,1674,325,367,1362,1.74,0.24,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-31 04:56:54,March,Sunday,4366.57,1211,18-24,Male
774,static_image,TikTok,Social Issues,2400,763,448,2594,1.39,0.29,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-02-07 12:10:12,February,Wednesday,4703.72,2092,55+,Other
775,carousel,Facebook,Sports,1067,655,464,4531,0.48,0.14,India,Urban,Bengali,No,"Diwali, Holi, Eid",2024-03-28 20:36:46,March,Thursday,1582.24,3174,45-54,Male
776,static_image,Twitter,Entertainment,1350,762,357,4440,0.56,0.17,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-03-07 12:54:06,March,Thursday,1365.86,3866,25-34,Male
777,video,TikTok,Music,3179,297,90,591,6.03,0.5,France,Urban,French,No,Bastille Day,2024-10-22 07:42:59,October,Tuesday,548.79,397,55+,Male
778,carousel,Facebook,Music,2712,107,137,3384,0.87,0.03,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-07-23 06:38:29,July,Tuesday,2491.18,2076,45-54,Male
779,reel,Facebook,Education,1327,1255,64,159,16.64,7.89,Germany,Urban,German,No,Oktoberfest,2024-08-13 13:51:35,August,Tuesday,2843.6,100,35-44,Male
780,static_image,TikTok,Sports,3825,36,360,3444,1.23,0.01,France,Urban,French,Yes,Bastille Day,2024-08-17 07:43:47,August,Saturday,2050.78,2476,55+,Male
781,static_image,Facebook,Social Issues,2332,778,468,8959,0.4,0.09,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-10-25 04:24:07,October,Friday,357.07,6458,35-44,Other
782,carousel,Facebook,Technology,5943,601,454,10212,0.69,0.06,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-12-29 15:36:33,December,Sunday,2029.84,8261,55+,Female
783,video,TikTok,Entertainment,4317,26,96,8498,0.52,0.0,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-09-20 22:22:54,September,Friday,2282.51,7007,18-24,Female
784,reel,Instagram,Travel,4308,293,133,4098,1.16,0.07,Indonesia,Urban,Indonesian,No,,2024-04-26 18:37:33,April,Friday,3592.26,3335,45-54,Male
785,static_image,Facebook,Education,4191,760,79,8464,0.59,0.09,Indonesia,Rural,Indonesian,Yes,,2024-04-19 00:13:11,April,Friday,201.68,7396,35-44,Female
786,reel,Instagram,Finance,2970,770,104,5653,0.68,0.14,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-06-15 03:17:33,June,Saturday,3101.27,3653,25-34,Other
787,carousel,Facebook,Food,4911,306,471,6901,0.82,0.04,Greece,Rural,Greek,No,"Easter, Carnival",2024-06-18 05:36:47,June,Tuesday,2861.73,6073,35-44,Other
788,video,Facebook,Travel,4041,944,320,2310,2.3,0.41,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-02-12 05:08:06,February,Monday,1947.75,2002,35-44,Other
789,reel,TikTok,Travel,677,397,446,9377,0.16,0.04,Brazil,Urban,Portuguese,No,Carnival,2024-07-12 17:18:13,July,Friday,3403.6,7443,25-34,Other
790,static_image,TikTok,Travel,6916,1237,91,8356,0.99,0.15,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-06-24 00:39:35,June,Monday,3775.11,6602,45-54,Male
791,carousel,Instagram,Fashion,4921,393,181,8775,0.63,0.04,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-06-21 11:38:52,June,Friday,2998.92,7530,18-24,Female
792,static_image,Twitter,Gaming,4508,422,376,5082,1.04,0.08,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-05-26 10:13:09,May,Sunday,1884.76,3260,35-44,Female
793,video,TikTok,Sports,4915,444,249,10734,0.52,0.04,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-10-15 04:33:01,October,Tuesday,1505.25,7341,35-44,Male
794,reel,YouTube,Movies,2210,656,95,1470,2.01,0.45,Mexico,Rural,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-10-15 23:21:30,October,Tuesday,2424.54,1053,55+,Female
795,video,TikTok,Travel,4270,456,372,3163,1.61,0.14,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-06-19 01:33:29,June,Wednesday,576.4,2364,18-24,Female
796,carousel,TikTok,Food,901,699,276,8437,0.22,0.08,Greece,Rural,Greek,No,"Easter, Carnival",2024-02-18 12:24:39,February,Sunday,4272.93,7069,55+,Male
797,carousel,TikTok,Fashion,0,0,0,0,0.0,0.0,Indonesia,Urban,Indonesian,No,None,2024-01-28 19:25:42,January,Sunday,0.0,0,18-24,Other
798,static_image,Instagram,Gaming,3204,513,339,156,26.0,3.29,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-10-05 09:10:26,October,Saturday,3177.08,134,18-24,Female
799,static_image,Instagram,Gaming,1960,696,59,1819,1.49,0.38,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-09-02 17:22:05,September,Monday,1100.27,1421,25-34,Male
800,reel,Twitter,Gaming,1576,326,324,4115,0.54,0.08,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-06-11 05:22:08,June,Tuesday,2545.03,2952,55+,Other
801,video,Facebook,Politics,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-11-12 18:38:09,November,Tuesday,0.0,0,18-24,Other
802,reel,Facebook,Politics,3163,714,488,2451,1.78,0.29,South Africa,Urban,Afrikaans,No,Heritage Day,2024-09-11 16:40:47,September,Wednesday,4969.91,1963,45-54,Other
803,video,YouTube,Social Issues,4048,394,15,6633,0.67,0.06,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-22 07:41:53,March,Friday,1635.82,4561,18-24,Female
804,video,TikTok,Gaming,3887,650,313,1584,3.06,0.41,United Arab Emirates,Urban,English,Yes,"National Day, Dubai Shopping Festival",2024-11-25 11:17:15,November,Monday,850.15,1334,45-54,Male
805,video,YouTube,Movies,2683,958,64,9106,0.41,0.11,Greece,Rural,Greek,No,"Easter, Carnival",2024-03-18 07:22:59,March,Monday,1631.78,7869,45-54,Male
806,reel,TikTok,Travel,4645,354,94,5161,0.99,0.07,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-06-27 13:16:10,June,Thursday,3147.46,4373,45-54,Male
807,static_image,TikTok,Gaming,3360,168,263,4378,0.87,0.04,Canada,Rural,French,No,,2024-09-22 01:05:59,September,Sunday,4427.49,3403,45-54,Other
808,carousel,Twitter,Finance,1257,106,321,8502,0.2,0.01,Indonesia,Urban,Indonesian,No,,2024-01-14 18:47:55,January,Sunday,3025.82,7599,45-54,Other
809,reel,TikTok,Food,728,782,38,5850,0.26,0.13,United States,Rural,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-11-06 20:54:59,November,Wednesday,4103.18,5151,45-54,Other
810,reel,Facebook,Fashion,6934,733,61,3058,2.53,0.24,Greece,Rural,Greek,Yes,"Easter, Carnival",2024-10-04 01:46:59,October,Friday,291.02,2595,55+,Other
811,static_image,Facebook,Food,3792,731,378,1934,2.53,0.38,Greece,Rural,Greek,Yes,"Easter, Carnival",2024-07-10 14:35:50,July,Wednesday,4477.03,1665,35-44,Other
812,carousel,Instagram,Travel,2259,460,25,4618,0.59,0.1,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-05-13 22:44:09,May,Monday,11.7,2837,25-34,Other
813,carousel,Instagram,Finance,4713,706,353,3567,1.62,0.2,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-11-24 16:20:08,November,Sunday,4536.42,3174,35-44,Female
814,video,YouTube,Health,6022,1338,666,10870,0.74,0.12,South Africa,Rural,Afrikaans,Yes,Heritage Day,2024-02-29 13:38:02,February,Thursday,2421.86,6669,25-34,Male
815,carousel,YouTube,Fashion,6181,505,615,6720,1.09,0.08,India,Urban,English,No,"Diwali, Holi, Eid",2024-04-22 05:01:55,April,Monday,1221.15,5762,25-34,Female
816,static_image,TikTok,Food,6592,355,330,4929,1.48,0.07,China,Rural,Mandarin,Yes,"Chinese New Year, Mid-Autumn Festival",2024-10-13 19:05:41,October,Sunday,1085.18,3332,55+,Female
817,video,YouTube,Politics,987,142,639,3549,0.5,0.04,Indonesia,Urban,Indonesian,No,,2024-08-28 03:23:27,August,Wednesday,76.86,3043,55+,Female
818,reel,Instagram,Travel,6642,703,94,3952,1.88,0.18,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-12-17 04:33:29,December,Tuesday,2886.64,2860,55+,Female
819,reel,Facebook,Food,2619,546,374,4920,0.72,0.11,France,Rural,French,No,Bastille Day,2024-04-05 12:47:01,April,Friday,246.21,3117,18-24,Other
820,static_image,YouTube,Entertainment,1743,1300,553,12699,0.28,0.1,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-11-07 11:26:12,November,Thursday,4630.75,11294,25-34,Female
821,reel,Twitter,Politics,389,358,220,8394,0.12,0.04,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-01-18 09:13:26,January,Thursday,3591.33,6839,18-24,Other
822,video,Twitter,Finance,1343,946,51,2029,1.15,0.47,South Africa,Urban,Afrikaans,No,Heritage Day,2024-06-06 08:31:37,June,Thursday,4515.05,1349,25-34,Female
823,video,Twitter,Health,1949,246,65,7177,0.31,0.03,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-02-16 15:52:03,February,Friday,2198.62,5522,18-24,Female
824,carousel,Instagram,Fashion,2611,412,345,5446,0.62,0.08,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-05-03 05:35:17,May,Friday,138.09,4193,45-54,Other
825,video,Instagram,Fashion,866,250,279,5397,0.26,0.05,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-22 16:44:02,June,Saturday,4200.38,3942,18-24,Female
826,static_image,Facebook,Fashion,2572,179,99,5853,0.49,0.03,United Arab Emirates,Urban,English,Yes,"National Day, Dubai Shopping Festival",2024-01-07 23:56:51,January,Sunday,954.29,3902,45-54,Male
827,static_image,Twitter,Entertainment,2128,430,276,2274,1.25,0.19,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-01-26 13:34:29,January,Friday,456.24,1527,25-34,Other
828,carousel,YouTube,Politics,4455,377,96,5702,0.86,0.07,Saudi Arabia,Urban,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-12-27 12:22:59,December,Friday,188.74,3745,55+,Female
829,reel,YouTube,Sports,4075,717,95,9598,0.51,0.07,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-08-30 11:33:52,August,Friday,1435.37,7939,18-24,Female
830,reel,Twitter,Social Issues,1419,352,168,8360,0.23,0.04,Brazil,Urban,Portuguese,No,Carnival,2024-11-23 21:38:25,November,Saturday,3668.86,5631,55+,Female
831,video,YouTube,Entertainment,3952,1224,591,8601,0.67,0.14,Brazil,Urban,Portuguese,Yes,Carnival,2024-07-24 10:51:20,July,Wednesday,4234.26,7563,25-34,Other
832,carousel,TikTok,Politics,2886,123,247,1855,1.76,0.07,Brazil,Rural,Portuguese,No,Carnival,2024-03-01 08:04:17,March,Friday,2484.85,1324,55+,Other
833,carousel,TikTok,Fashion,1246,428,203,7916,0.24,0.05,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-04-06 01:20:52,April,Saturday,2821.19,4827,25-34,Female
834,carousel,TikTok,Social Issues,781,678,295,3865,0.45,0.18,Brazil,Urban,Portuguese,Yes,Carnival,2024-12-06 22:22:40,December,Friday,3262.79,2920,35-44,Male
835,static_image,YouTube,Gaming,1421,648,84,7574,0.28,0.09,United Arab Emirates,Urban,English,Yes,"National Day, Dubai Shopping Festival",2024-01-27 15:42:12,January,Saturday,3570.1,4808,25-34,Female
836,carousel,Facebook,Sports,4371,965,377,9287,0.62,0.1,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-04-12 00:05:07,April,Friday,3912.51,7971,45-54,Male
837,carousel,Instagram,Gaming,2770,103,690,9559,0.37,0.01,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-06-04 10:18:28,June,Tuesday,4974.41,7616,18-24,Male
838,reel,YouTube,Politics,4498,994,248,1326,4.33,0.75,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-10-18 09:42:12,October,Friday,2751.51,1070,18-24,Male
839,static_image,YouTube,Food,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-09-07 13:15:39,September,Saturday,0.0,0,25-34,Male
840,reel,Twitter,Fashion,3290,346,124,7264,0.52,0.05,Egypt,Urban,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-10-31 14:06:08,October,Thursday,4371.33,5203,25-34,Other
841,static_image,YouTube,Health,4432,534,390,1728,3.1,0.31,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-12-15 10:20:57,December,Sunday,1279.38,1263,55+,Female
842,video,Twitter,Sports,1545,149,153,530,3.48,0.28,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-01-08 17:04:51,January,Monday,4848.35,383,35-44,Other
843,reel,TikTok,Gaming,4339,696,540,12480,0.45,0.06,Italy,Urban,Italian,Yes,"Venice Carnival, Easter",2024-08-02 21:51:20,August,Friday,3041.56,8784,25-34,Female
844,reel,Instagram,Social Issues,299,655,110,6333,0.17,0.1,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-07-18 12:39:02,July,Thursday,2437.31,4415,18-24,Other
845,reel,Twitter,Entertainment,778,261,258,1113,1.17,0.23,Indonesia,Urban,Indonesian,No,,2024-05-10 17:27:40,May,Friday,3368.12,721,35-44,Male
846,static_image,YouTube,Sports,4839,1113,408,7101,0.9,0.16,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-01-27 12:57:52,January,Saturday,3009.15,4863,55+,Other
847,video,TikTok,Finance,3401,261,33,6439,0.57,0.04,Brazil,Urban,Portuguese,No,Carnival,2024-10-11 23:58:07,October,Friday,1779.73,5586,18-24,Male
848,static_image,Instagram,Travel,490,697,645,10194,0.18,0.07,Turkey,Rural,Turkish,Yes,"Republic Day, Ramadan",2024-10-10 17:15:18,October,Thursday,3770.86,8323,18-24,Other
849,static_image,Twitter,Technology,574,263,132,6036,0.16,0.04,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-10-07 21:02:02,October,Monday,2413.69,4828,18-24,Male
850,carousel,Twitter,Food,4071,956,18,3588,1.41,0.27,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-01-10 01:59:05,January,Wednesday,4467.32,2787,18-24,Other
851,carousel,Twitter,Travel,1546,54,462,343,6.01,0.16,Germany,Urban,German,No,Oktoberfest,2024-01-12 02:51:40,January,Friday,591.34,247,35-44,Other
852,carousel,Twitter,Fashion,6684,112,255,3282,2.15,0.03,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-10-19 07:46:42,October,Saturday,1524.55,2206,45-54,Other
853,video,YouTube,Travel,1321,47,458,9266,0.2,0.01,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-11-06 05:48:56,November,Wednesday,432.45,5611,55+,Male
854,reel,Instagram,Movies,3355,1135,567,6976,0.72,0.16,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-10-16 04:59:36,October,Wednesday,590.04,5095,18-24,Male
855,static_image,TikTok,Politics,2432,797,309,1045,3.39,0.76,South Africa,Rural,Zulu,No,Heritage Day,2024-07-20 12:18:31,July,Saturday,1166.58,806,25-34,Other
856,static_image,YouTube,Food,4492,625,356,4233,1.29,0.15,South Africa,Urban,Zulu,Yes,Heritage Day,2024-02-02 11:51:47,February,Friday,3377.08,3785,25-34,Male
857,video,YouTube,Gaming,4759,581,365,6904,0.83,0.08,Brazil,Urban,Portuguese,No,Carnival,2024-02-25 03:17:53,February,Sunday,4181.03,5111,18-24,Male
858,carousel,Twitter,Food,3134,819,174,7067,0.58,0.12,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-02-21 03:31:41,February,Wednesday,2615.97,5280,55+,Male
859,video,YouTube,Education,3130,371,12,5919,0.59,0.06,South Africa,Rural,Zulu,No,Heritage Day,2024-10-24 20:55:39,October,Thursday,731.77,4771,55+,Male
860,video,Twitter,Sports,1762,451,172,5539,0.43,0.08,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-10-27 09:34:39,October,Sunday,454.24,4935,18-24,Male
861,carousel,TikTok,Music,1847,654,177,6036,0.44,0.11,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-11-05 16:40:54,November,Tuesday,2666.96,4775,35-44,Female
862,video,Instagram,Food,1722,799,474,3513,0.85,0.23,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-12-06 10:21:37,December,Friday,4793.35,3127,55+,Female
863,static_image,Facebook,Movies,1422,398,151,3619,0.54,0.11,Canada,Rural,French,No,,2024-04-02 01:50:50,April,Tuesday,3478.14,2569,55+,Female
864,static_image,TikTok,Education,4043,927,459,9108,0.6,0.1,Greece,Rural,Greek,No,"Easter, Carnival",2024-01-02 00:35:38,January,Tuesday,2831.67,6031,35-44,Female
865,video,Facebook,Politics,1542,865,519,13027,0.22,0.07,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-09-30 15:28:48,September,Monday,510.75,9219,45-54,Female
866,carousel,Instagram,Fashion,640,151,267,11259,0.09,0.01,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-06-07 13:29:06,June,Friday,2518.4,6996,45-54,Other
867,video,Twitter,Social Issues,3855,648,196,2956,1.59,0.22,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-01-09 14:19:30,January,Tuesday,4199.2,2254,45-54,Male
868,video,Instagram,Music,3882,644,483,1951,2.57,0.33,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-04-03 17:13:57,April,Wednesday,2113.21,1195,18-24,Other
869,static_image,YouTube,Music,740,157,217,2817,0.4,0.06,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-09-30 13:46:04,September,Monday,2928.6,2081,35-44,Female
870,carousel,Facebook,Sports,2570,135,493,109,29.34,1.24,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-11-28 08:26:07,November,Thursday,374.4,96,55+,Other
871,carousel,YouTube,Entertainment,4596,349,474,6433,0.84,0.05,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-05-11 21:01:29,May,Saturday,250.55,4408,55+,Other
872,carousel,YouTube,Gaming,3562,365,384,9979,0.43,0.04,France,Urban,French,Yes,Bastille Day,2024-07-23 14:24:32,July,Tuesday,1001.25,8653,35-44,Other
873,carousel,TikTok,Politics,1396,106,43,14539,0.11,0.01,France,Urban,French,No,Bastille Day,2024-11-28 04:33:19,November,Thursday,3858.28,10580,55+,Other
874,video,TikTok,Politics,5934,306,189,12256,0.52,0.02,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-05-27 07:01:00,May,Monday,4814.55,8988,45-54,Other
875,static_image,Instagram,Sports,6840,504,48,4980,1.48,0.1,Brazil,Rural,Portuguese,No,Carnival,2024-02-04 22:25:30,February,Sunday,2616.39,3794,18-24,Female
876,video,TikTok,Education,2624,183,379,2297,1.39,0.08,Germany,Rural,German,Yes,Oktoberfest,2024-02-22 02:33:25,February,Thursday,1642.51,1956,45-54,Female
877,carousel,Facebook,Politics,3229,993,429,7566,0.61,0.13,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-09-25 21:03:51,September,Wednesday,2520.79,4808,45-54,Male
878,video,TikTok,Food,2286,287,474,6636,0.46,0.04,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-01-14 04:23:16,January,Sunday,2296.32,4721,25-34,Female
879,reel,YouTube,Food,3302,449,186,1593,2.47,0.28,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-06-26 05:57:48,June,Wednesday,4091.81,1138,35-44,Male
880,reel,YouTube,Food,6646,1102,549,14997,0.55,0.07,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-12-24 13:54:01,December,Tuesday,614.64,11653,45-54,Male
881,static_image,TikTok,Music,2020,743,439,9645,0.33,0.08,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-06-13 21:26:03,June,Thursday,871.32,7865,35-44,Male
